;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
64;BOAS3;ON NM;BOA VISTA ON NM;Serviços Financeiros Diversos;5,59;03/02/2022;4,98;13,87;7.723.690;2.970.750.000;1.846.910.000;30/09/2021;531440000;-2.44;21.01;0.27;1.48;3.77;18.53;49.8;4.15;22.4;1.15;19.8;2.43;6.2;3.60;12.2;1.6;7.1;5.67;7.70;11.52;12.8;2.582.820.000;1.233.740.000;1.405.130.000;109.897.000;-1.123.840.000;2.001.970.000;141.424.000;49.782.000
65;BOBR4;PN;BOMBRIL SA PN;Produtos de Uso Pessoal e de Limpeza;1,52;03/02/2022;1,47;3,16;74.685;395.975.000;682.675.000;30/09/2021;260510000;-1.94;3.13;0.49;-3.45;-0.44;13.29;29.3;0.36;2.7;0.45;11.4;-1.56;3.4;-0.61;4.6;0.0;-110.1;13.01;0.58;22.91;0.6;883.826.000;29.331.000;348.726.000;316.031.000;286.700.000;-114.831.000;126.440.000;91.000
66;BPAC11;UNT;BTGP BANCO UNT;Intermediários Financeiros;23,20;03/02/2022;18,53;31,81;292.457.000;88.980.700.000;-;30/09/2021;11506100000;-1.36;12.32;1.88;2.45;9.45;0;0;0;0;0;0.0;0;0.0;0;0;1.7;19.9;0;0;0;33.8;340.556.000.000;0;0;0;0;36.259.400.000;7.223.740.000;1.431.460.000
67;BPAC3;ON;BTGP BANCO ON;Intermediários Financeiros;13,61;03/02/2022;9,84;21,08;196.036;156.598.000.000;-;30/09/2021;11506100000;-2.92;21.68;0.63;4.32;3.15;0;0;0;0;0;0.0;0;0.0;0;0;0.9;19.9;0;0;0;33.8;340.556.000.000;0;0;0;0;36.259.400.000;7.223.740.000;1.431.460.000
68;BPAC5;PNA;BTGP BANCO PNA;Intermediários Financeiros;4,62;03/02/2022;4,30;8,67;144.242;53.158.300.000;-;30/09/2021;11506100000;-2.12;7.36;0.63;1.47;3.15;0;0;0;0;0;0.0;0;0.0;0;0;2.8;19.9;0;0;0;33.8;340.556.000.000;0;0;0;0;36.259.400.000;7.223.740.000;1.431.460.000
69;BPAN4;PN;BANCO PAN PN;Intermediários Financeiros;9,22;03/02/2022;9,22;25,12;91.367.600;11.110.600.000;-;30/09/2021;1205060000;-3.96;14.71;0.63;1.96;4.71;0;0;0;0;0;0.0;0;0.0;0;0;2.4;13.3;0;0;0;12.8;44.480.400.000;0;0;0;0;5.676.190.000;755.069.000;191.366.000
70;BRAP3;ON N1;BRADESPAR S/A ON N1;Mineração;25,40;03/02/2022;17,09;25,53;8.719.140;9.984.660.000;7.429.500.000;30/09/2021;393097000;0.00;1.83;13.85;0.69;37.01;-362.09;0;0;0;0.68;0.0;3.91;-0.2;3.91;-0.2;38.2;37.4;-269.43;65.33;-269.43;0;14.587.600.000;2.555.160.000;2.591.810.000;0;-2.555.160.000;14.547.000.000;5.444.250.000;1.175.860.000
71;BRAP4;PN N1;BRADESPAR S/A PN N1;Mineração;28,15;03/02/2022;18,52;29,06;211.258.000;11.065.700.000;8.510.520.000;30/09/2021;393097000;0.07;2.03;13.85;0.76;37.01;-401.29;0;0;0;0.76;0.0;4.34;-0.2;4.34;-0.2;37.9;37.4;-308.63;65.33;-308.63;0;14.587.600.000;2.555.160.000;2.591.810.000;0;-2.555.160.000;14.547.000.000;5.444.250.000;1.175.860.000
72;BRBI11;UNT N2;BR PARTNERS UNT N2;Intermediários Financeiros;17,60;03/02/2022;13,30;28,34;3.355.320;1.847.920.000;965.215.000;30/09/2021;314987000;-1.40;0.00;0.00;2.40;7.35;0;0;0;0;0.70;0;2.20;0.0;2.51;0;0.0;0;0;1.48;0;0;2.639.350.000;0;0;0;0;-882.709.000;0;28.638.000
73;BRFS3;ON NM;BRF Foods ON NM;Alimentos Processados;19,85;03/02/2022;19,24;30,07;235.347.000;16.127.600.000;33.073.200.000;30/09/2021;812473000;-0.50;39.62;0.50;2.12;9.35;5.48;21.6;0.35;6.4;0.30;0.9;4.02;5.6;-0.76;9.1;0.0;5.4;5.88;1.20;11.23;7.8;53.048.800.000;7.233.030.000;24.242.200.000;24.178.600.000;16.945.600.000;7.599.850.000;407.008.000;-282.116.000
74;BRGE11;PNE;CONSORCIO ALFA PNE;Previdência e Seguros;7,01;03/02/2022;7,01;17,15;104;516.258.000;-1.005.240.000;30/09/2021;73646000;-3.45;22.67;0.31;0.41;16.94;-1.06;-1506.9;74.99;-7083.1;0.17;403.8;0.41;-15.9;0.90;-31.6;5.4;1.8;2.07;3.24;2.06;-21.7;3.062.320.000;1.521.500.000;1.808.520.000;0;-1.521.500.000;1.247.620.000;22.774.000;8.230.000
75;BRGE12;PNF;CONSORCIO ALFA PNF;Previdência e Seguros;6,30;03/02/2022;5,55;6,99;6.153;463.970.000;-1.057.530.000;30/09/2021;73646000;0.00;20.37;0.31;0.37;16.94;-0.95;-1506.9;67.40;-7083.1;0.15;403.8;0.37;-15.9;0.81;-31.6;0.0;1.8;2.18;3.24;2.17;-21.7;3.062.320.000;1.521.500.000;1.808.520.000;0;-1.521.500.000;1.247.620.000;22.774.000;8.230.000
76;BRGE3;ON;CONSORCIO ALFA ON;Previdência e Seguros;7,00;03/02/2022;6,36;10,52;1.555;515.522.000;-1.005.980.000;30/09/2021;73646000;7.69;22.64;0.31;0.41;16.94;-1.06;-1506.9;74.89;-7083.1;0.17;403.8;0.41;-15.9;0.90;-31.6;0.0;1.8;2.07;3.24;2.06;-21.7;3.062.320.000;1.521.500.000;1.808.520.000;0;-1.521.500.000;1.247.620.000;22.774.000;8.230.000
77;BRGE5;PNA;CONSORCIO ALFA PNA;Previdência e Seguros;10,41;03/08/2021;10,15;17,80;0;766.655.000;-754.844.000;30/09/2021;73646000;0.00;33.66;0.31;0.61;16.94;-1.57;-1506.9;111.37;-7083.1;0.25;403.8;0.61;-15.9;1.34;-31.6;0.0;1.8;1.55;3.24;1.55;-21.7;3.062.320.000;1.521.500.000;1.808.520.000;0;-1.521.500.000;1.247.620.000;22.774.000;8.230.000
78;BRGE6;PNB;CONSORCIO ALFA PNB;Previdência e Seguros;9,00;07/12/2021;9,00;16,51;43;662.814.000;-858.685.000;30/09/2021;73646000;0.00;29.10;0.31;0.53;16.94;-1.36;-1506.9;96.28;-7083.1;0.22;403.8;0.53;-15.9;1.16;-31.6;8.4;1.8;1.77;3.24;1.76;-21.7;3.062.320.000;1.521.500.000;1.808.520.000;0;-1.521.500.000;1.247.620.000;22.774.000;8.230.000
79;BRGE8;PND;CONSORCIO ALFA PND;Previdência e Seguros;9,19;03/02/2022;7,73;11,45;282;676.807.000;-844.692.000;30/09/2021;73646000;-3.16;29.72;0.31;0.54;16.94;-1.39;-1506.9;98.32;-7083.1;0.22;403.8;0.54;-15.9;1.18;-31.6;3.4;1.8;1.74;3.24;1.73;-21.7;3.062.320.000;1.521.500.000;1.808.520.000;0;-1.521.500.000;1.247.620.000;22.774.000;8.230.000
80;BRIT3;ON NM;BRISANET ON NM;Telecomunicações;4,37;03/02/2022;3,79;13,98;3.388.680;1.962.540.000;1.787.540.000;30/09/2021;449095000;-2.46;0.00;0.00;1.46;2.99;0;0;0;0;0.72;0;2.13;0.0;42.54;0;0.0;0;0;2.81;0;0;2.722.730.000;1.283.690.000;1.427.780.000;1.108.680.000;-175.007.000;1.341.070.000;0;-6.623.000
81;BRIV3;ON;ALFA DE INVESTIMENTO ON;Intermediários Financeiros;8,51;03/02/2022;6,80;12,03;6.353;753.994.000;-;30/09/2021;88601000;6.38;9.89;0.86;0.48;17.71;0;0;0;0;0;0.0;0;0.0;0;0;0.2;4.9;0;0;0;36.9;19.696.900.000;0;0;0;0;1.568.880.000;76.255.000;12.186.000
82;BRKM3;ON N1;BRASKEM ON N1;Químicos;48,20;03/02/2022;24,77;58,15;2.639.410;38.426.000.000;57.403.200.000;30/09/2021;797219000;0.56;2.69;17.94;3.01;16.01;1.49;31.5;0.40;26.8;0.41;14.9;3.57;27.2;-0.96;37.3;15.6;112.0;1.94;1.33;2.23;14.2;94.434.300.000;14.962.100.000;43.118.900.000;33.939.300.000;18.977.200.000;12.764.200.000;14.300.800.000;3.536.810.000
83;BRKM5;PNA N1;BRASKEM PNA N1;Químicos;51,38;03/02/2022;25,33;62,09;210.870.000;40.961.100.000;59.938.300.000;30/09/2021;797219000;0.67;2.86;17.94;3.21;16.01;1.59;31.5;0.43;26.8;0.43;14.9;3.81;27.2;-1.02;37.3;14.7;112.0;2.03;1.33;2.33;14.2;94.434.300.000;14.962.100.000;43.118.900.000;33.939.300.000;18.977.200.000;12.764.200.000;14.300.800.000;3.536.810.000
84;BRKM6;PNB N1;BRASKEM PNB N1;Químicos;32,11;03/02/2022;17,29;43,22;1.378;25.598.700.000;44.575.900.000;30/09/2021;797219000;-17.22;1.79;17.94;2.01;16.01;1.00;31.5;0.27;26.8;0.27;14.9;2.38;27.2;-0.64;37.3;1.9;112.0;1.51;1.33;1.73;14.2;94.434.300.000;14.962.100.000;43.118.900.000;33.939.300.000;18.977.200.000;12.764.200.000;14.300.800.000;3.536.810.000
85;BRML3;ON;BR MALLS PARTICIPAÇÔES S/A ON;Exploração de Imóveis;9,43;03/02/2022;6,97;11,80;199.813.000;8.233.720.000;10.697.400.000;30/09/2021;873141000;0.75;41.14;0.23;0.77;12.27;13.52;90.4;8.01;59.3;0.42;16.0;5.39;3.1;-1.33;3.4;0.0;1.9;16.40;3.94;17.56;-6.2;19.408.900.000;1.622.960.000;2.047.780.000;4.086.600.000;2.463.640.000;10.717.700.000;200.153.000;57.149.000
86;BRPR3;ON NM;BR PROPERTIES ON NM;Exploração de Imóveis;7,19;03/02/2022;6,22;9,98;13.857.500;3.409.210.000;5.233.470.000;30/09/2021;474160000;2.28;14.50;0.50;0.48;15.09;15.18;100.0;10.40;68.5;0.30;71.7;5.35;2.0;-1.12;2.2;2.8;3.3;23.14;2.03;23.31;-8.2;11.447.300.000;1.110.740.000;1.254.040.000;2.935.000.000;1.824.260.000;7.154.660.000;235.136.000;38.258.000
87;BRSR3;ON;BANRISUL S/A ON;Intermediários Financeiros;11,70;03/02/2022;11,26;15,17;63.396;4.785.000.000;-;30/09/2021;408974000;1.56;5.13;2.28;0.55;21.39;0;0;0;0;0;0.0;0;0.0;0;0;8.2;10.7;0;0;0;8.8;101.328.000.000;0;0;0;0;8.747.130.000;933.112.000;156.602.000
88;BRSR5;PNA;BANRISUL S/A PNA;Intermediários Financeiros;18,00;01/02/2022;15,65;19,67;468;7.361.530.000;-;30/09/2021;408974000;0.00;7.89;2.28;0.84;21.39;0;0;0;0;0;0.0;0;0.0;0;0;6.7;10.7;0;0;0;8.8;101.328.000.000;0;0;0;0;8.747.130.000;933.112.000;156.602.000
89;BRSR6;PNB;BANRISUL S/A PNB;Intermediários Financeiros;10,32;03/02/2022;9,21;13,93;25.262.800;4.220.610.000;-;30/09/2021;408974000;-2.73;4.52;2.28;0.48;21.39;0;0;0;0;0;0.0;0;0.0;0;0;9.2;10.7;0;0;0;8.8;101.328.000.000;0;0;0;0;8.747.130.000;933.112.000;156.602.000
90;BSLI3;ON;BRB ON;Intermediários Financeiros;30,34;03/02/2022;22,10;57,48;11.695;11.014.800.000;-;30/09/2021;363047000;3.37;19.84;1.53;4.82;6.29;0;0;0;0;0;0.0;0;0.0;0;0;3.8;24.3;0;0;0;9.6;27.977.900.000;0;0;0;0;2.283.750.000;555.214.000;191.553.000
91;BSLI4;ON;BRB ON;Intermediários Financeiros;30,99;03/02/2022;12,45;50,63;55.735;11.250.800.000;-;30/09/2021;363047000;3.30;20.26;1.53;4.93;6.29;0;0;0;0;0;0.0;0;0.0;0;0;4.1;24.3;0;0;0;9.6;27.977.900.000;0;0;0;0;2.283.750.000;555.214.000;191.553.000
92;CAMB3;ON;PENALTY ON;Tecidos, Vestuário e Calçados;4,41;03/02/2022;3,63;6,13;133.279;186.433.000;261.605.000;30/09/2021;42275000;-0.23;13.49;0.33;1.75;2.51;5.69;46.3;0.90;15.8;0.62;6.7;17.79;10.9;-2.75;12.4;0.0;13.0;6.66;1.09;7.99;-8.6;301.275.000;10.107.000;127.607.000;85.279.000;75.172.000;106.255.000;13.818.000;10.485.000
93;CAML3;ON NM;CAMIL ON NM;Alimentos Processados;9,15;03/02/2022;8,55;11,38;17.756.000;3.385.500.000;5.234.040.000;30/11/2021;370000000;-1.19;8.06;1.14;1.18;7.76;6.22;19.8;0.39;6.3;0.42;4.9;1.14;6.7;-34.13;10.4;2.7;14.6;8.94;2.35;9.62;24.9;8.117.980.000;1.901.170.000;5.146.340.000;3.749.710.000;1.848.540.000;2.872.440.000;420.284.000;120.509.000
94;CARD3;ON NM;CSU CARDSYST ON NM;Serviços Diversos;14,45;03/02/2022;11,37;27,04;3.406.860;604.010.000;619.400.000;30/09/2021;41800000;0.07;10.44;1.38;1.89;7.66;7.30;31.3;1.20;16.5;1.08;11.5;28.43;14.8;-9.40;19.3;3.4;18.1;4.34;1.14;7.48;1.5;557.993.000;96.635.000;173.694.000;112.025.000;15.390.000;320.074.000;57.831.000;16.029.000
95;CASH3;ON NM;MELIUZ ON NM;Programas e Serviços;2,85;03/02/2022;2,46;12,33;163.178.000;2.290.460.000;1.721.690.000;30/09/2021;803670000;0.00;-478.08;-0.01;3.21;0.89;-252.00;-4.4;10.99;-4.4;2.77;-1.1;3.87;-1.1;4.37;-3.6;0.2;-0.7;-286.90;21.09;-189.43;0;826.253.000;570.982.000;620.739.000;2.210.000;-568.772.000;713.849.000;-4.791.000;-4.539.000
96;CBAV3;ON NM;CBA ON NM;Mineração;17,33;03/02/2022;10,27;17,39;32.896.800;10.325.800.000;12.027.000.000;30/09/2021;595833000;-0.35;0.00;0.00;2.69;6.45;0;0;0;0;0.91;0;5.25;0.0;-3.48;0;0.0;0;0;1.85;0;0;11.290.100.000;1.378.900.000;4.296.760.000;3.080.090.000;1.701.190.000;3.843.160.000;0;-47.309.000
97;CBEE3;ON;AMPLA ENERG ON;Energia Elétrica;23,01;27/01/2022;14,96;30,27;9.827;3.834.250.000;8.797.700.000;30/09/2021;166634000;0.00;145.15;0.16;1.06;21.76;33.10;10.9;0.50;1.5;0.24;0.3;-1028.54;0.7;-0.42;0.8;0.0;0.7;14.24;1.00;75.95;9.1;15.723.300.000;513.773.000;3.021.070.000;5.477.220.000;4.963.450.000;3.625.470.000;26.416.000;-10.731.000
98;CCRO3;ON NM;COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM;Transporte;12,69;03/02/2022;10,74;13,99;114.815.000;25.633.800.000;41.691.000.000;30/09/2021;2020000000;-0.47;34.00;0.37;3.01;4.22;7.69;38.9;2.14;27.8;0.65;7.3;6.13;8.5;-1.31;10.9;1.3;8.8;6.48;1.62;12.50;3.5;39.416.600.000;8.257.790.000;10.890.700.000;24.315.000.000;16.057.200.000;8.522.990.000;753.996.000;183.913.000
99;CEAB3;ON NM;CEA MODAS ON NM;Comércio;6,12;03/02/2022;5,17;15,31;15.525.400;1.886.460.000;2.291.800.000;30/09/2021;308245000;-1.45;6.64;0.92;0.66;9.22;-12.26;46.1;0.37;-3.1;0.25;5.6;1.60;-2.0;-1.12;-2.8;0.0;10.0;3.84;1.62;-14.89;24.1;7.613.820.000;969.382.000;3.084.100.000;1.374.730.000;405.344.000;2.841.200.000;283.918.000;243.904.000
100;CEBR3;ON;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON;Energia Elétrica;15,15;03/02/2022;14,91;27,86;39.538;1.092.040.000;-403.318.000;30/09/2021;72082000;-2.26;0.69;22.03;0.57;26.41;6.28;-8.4;-1.27;-20.3;0.49;-189.7;0.68;7.8;0.69;24.5;125.2;83.4;-2.21;22.04;-2.32;-26.0;2.220.100.000;1.495.360.000;1.677.760.000;0;-1.495.360.000;1.903.810.000;1.587.670.000;31.286.000
101;CEBR5;PNA;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA;Energia Elétrica;14,19;03/02/2022;14,01;29,84;18.796;1.022.840.000;-472.516.000;30/09/2021;72082000;-5.08;0.64;22.03;0.54;26.41;5.88;-8.4;-1.19;-20.3;0.46;-189.7;0.64;7.8;0.64;24.5;133.6;83.4;-2.59;22.04;-2.72;-26.0;2.220.100.000;1.495.360.000;1.677.760.000;0;-1.495.360.000;1.903.810.000;1.587.670.000;31.286.000
